user_id,IF_score,OCSVM_score,avg_anomaly_score,rf_attack_ratio,xgb_attack_ratio,rf_avg_confidence,xgb_avg_confidence,agreement_rate,fusion_risk_score
NAF0326,0.4915694170908611,-1.7631101035645456,-0.6357703432368422,0.0,0.0,0.0,0.0,0.0,-1.6500146493609158
FKB0163,0.488374190147249,-1.7632991051670015,-0.6374624575098764,0.0,0.0,0.0,0.0,0.0,-1.6414386651677493
AKC0924,0.4868249796074403,-1.763059348506523,-0.6381171844495412,0.0,0.0,0.0,0.0,0.0,-1.6381203739773216
IJM0444,0.4859453417298356,-1.762959436446138,-0.6385070473581512,0.0,0.0,0.0,0.0,0.0,-1.6361444683336999
HDH0928,0.4861761321436995,-1.7632315338732143,-0.6385277008647575,0.0,0.0,0.0,0.0,0.0,-1.6360397921017151
BSH0445,0.4860996507305729,-1.7633163282459108,-0.6386083387576689,0.0,0.0,0.0,0.0,0.0,-1.63563110262607
MHG0733,0.4856400770044869,-1.7634908188279674,-0.6389253709117403,0.0,0.0,0.0,0.0,0.0,-1.6340243182703262
TEM0093,0.4851767844798128,-1.7630524647633117,-0.6389378401417494,0.0,0.0,0.0,0.0,0.0,-1.6339611216404277
RLG0856,0.4846333097578578,-1.7630293781530595,-0.6391980341976008,0.0,0.0,0.0,0.0,0.0,-1.6326424044912977
CTR0697,0.4844778841772621,-1.7634870110720997,-0.6395045634474188,0.0,0.0,0.0,0.0,0.0,-1.6310888510208996
TVS0006,0.4841418138515609,-1.7632795626513689,-0.639568874399904,0.0,0.0,0.0,0.0,0.0,-1.630762909847334
WKF0012,0.4838355613160641,-1.7631566606363365,-0.6396605496601362,0.0,0.0,0.0,0.0,0.0,-1.6302982807172655
FRB0023,0.4828410521152025,-1.763347792146445,-0.6402533700156214,0.0,0.0,0.0,0.0,0.0,-1.6272937448658467
CAA0612,0.4822783493364306,-1.7633238548607393,-0.6405227527621543,0.0,0.0,0.0,0.0,0.0,-1.625928457536856
CSH0626,0.4826625676654584,-1.763774550257629,-0.6405559912960852,0.0,0.0,0.0,0.0,0.0,-1.6257599977902903
NHE0919,0.4816056947605823,-1.7632531220457188,-0.6408237136425683,0.0,0.0,0.0,0.0,0.0,-1.6244031257112674
ORM0669,0.4795915395758555,-1.7631400853617527,-0.6417742728929485,0.0,0.0,0.0,0.0,0.0,-1.6195854953444295
CQW0652,0.4785701119748794,-1.763434881262227,-0.6424323846436737,0.0,0.0,0.0,0.0,0.0,-1.6162500492333134
OCS0865,0.4773654849698848,-1.7634382901427552,-0.6430364025864352,0.0,0.0,0.0,0.0,0.0,-1.6131887616996863
QJR0688,0.4774481125235408,-1.7635932879281782,-0.6430725877023187,0.0,0.0,0.0,0.0,0.0,-1.6130053680679501
CJC0494,0.4766995611853698,-1.7628766394032591,-0.6430885391089447,0.0,0.0,0.0,0.0,0.0,-1.6129245230486369
JCW0858,0.4767434075951788,-1.7635369657576687,-0.6433967790812449,0.0,0.0,0.0,0.0,0.0,-1.6113622992838028
IIA0092,0.4759837295008571,-1.763261526338844,-0.6436388984189935,0.0,0.0,0.0,0.0,0.0,-1.6101351885345576
WBC0192,0.4758124298273175,-1.7633371104161972,-0.6437623402944399,0.0,0.0,0.0,0.0,0.0,-1.6095095596456144
TVS0050,0.4741927458948151,-1.762845038182418,-0.6443261461438013,0.0,0.0,0.0,0.0,0.0,-1.6066520752964821
PBP0002,0.47449832103439,-1.7634463356298198,-0.6444740072977149,0.0,0.0,0.0,0.0,0.0,-1.605902684466942
BSA0431,0.4740137578548233,-1.763144142606233,-0.6445651923757049,0.0,0.0,0.0,0.0,0.0,-1.6054405396815945
KBP0008,0.4740606432879252,-1.7632860504047392,-0.6446127035584069,0.0,0.0,0.0,0.0,0.0,-1.6051997432068261
RDM0150,0.4738454390584508,-1.7632461001792736,-0.6447003305604114,0.0,0.0,0.0,0.0,0.0,-1.6047556314845501
LAF0991,0.4734028013129531,-1.7631236545462572,-0.644860426616652,0.0,0.0,0.0,0.0,0.0,-1.6039442316461425
EIP0997,0.4733421577251038,-1.763177678480282,-0.6449177603775891,0.0,0.0,0.0,0.0,0.0,-1.6036536523186307
JKB0126,0.4730303797989031,-1.763194024474825,-0.645081822337961,0.0,0.0,0.0,0.0,0.0,-1.6028221524599797
CAM0102,0.4730657485585902,-1.763312722073082,-0.6451234867572458,0.0,0.0,0.0,0.0,0.0,-1.6026109885883082
GTD0116,0.4731852726669586,-1.7635385969299937,-0.6451766621315176,0.0,0.0,0.0,0.0,0.0,-1.6023414848222284
DAR0885,0.4726341983000984,-1.7631765130017591,-0.6452711573508304,0.0,0.0,0.0,0.0,0.0,-1.601862563557825
VSA0230,0.4718013439635283,-1.7629729389745343,-0.645585797505503,0.0,0.0,0.0,0.0,0.0,-1.6002679023484674
BTL0722,0.471256696322844,-1.763038826224648,-0.6458910649509021,0.0,0.0,0.0,0.0,0.0,-1.5987207439631554
TLH0648,0.4703609153602523,-1.7630486767802285,-0.646343880709988,0.0,0.0,0.0,0.0,0.0,-1.5964257802871062
SNC0187,0.4699352262802944,-1.763222450657507,-0.6466436121886062,0.0,0.0,0.0,0.0,0.0,-1.5949066793234257
CPG0322,0.4693883803167568,-1.7631085682183043,-0.6468600939507738,0.0,0.0,0.0,0.0,0.0,-1.5938095050958665
HAC0282,0.4687902483091698,-1.763278790936503,-0.6472442713136666,0.0,0.0,0.0,0.0,0.0,-1.5918624149707812
MDM0625,0.4675756727523357,-1.762901497506037,-0.6476629123768507,0.0,0.0,0.0,0.0,0.0,-1.5897406557032823
BLB0114,0.4682363537129688,-1.7637039166821071,-0.6477337814845692,0.0,0.0,0.0,0.0,0.0,-1.5893814764461465
CJP0952,0.4654872530116321,-1.7630333345856732,-0.6487730407870206,0.0,0.0,0.0,0.0,0.0,-1.5841142959179408
BDI0533,0.4651293250585735,-1.7630491355158713,-0.6489599052286489,0.0,0.0,0.0,0.0,0.0,-1.5831672283804774
LFS0071,0.4653893939112042,-1.7634438200789364,-0.6490272130838661,0.0,0.0,0.0,0.0,0.0,-1.58282609828565
ALD0529,0.4649467305967045,-1.7630529793375442,-0.6490531243704198,0.0,0.0,0.0,0.0,0.0,-1.5826947745402915
AMW0392,0.4645497974368848,-1.7634484857153006,-0.6494493441392079,0.0,0.0,0.0,0.0,0.0,-1.580686651017964
TEM0977,0.4643177685987066,-1.7632618251232564,-0.6494720282622749,0.0,0.0,0.0,0.0,0.0,-1.5805716832028707
BSB0990,0.4630159608718102,-1.76349843708304,-0.6502412381056148,0.0,0.0,0.0,0.0,0.0,-1.5766731690405364
ARD0509,0.4625103793413593,-1.7634055393660613,-0.6504475800123509,0.0,0.0,0.0,0.0,0.0,-1.5756273856920022
ESA0642,0.4622796249657966,-1.7632637354890248,-0.6504920552616141,0.0,0.0,0.0,0.0,0.0,-1.575401975954169
EHB0824,0.4616464475402091,-1.7631763261938065,-0.6507649393267986,0.0,0.0,0.0,0.0,0.0,-1.5740189432199834
KRG0158,0.4611903092213107,-1.7630148119325209,-0.650912251355605,0.0,0.0,0.0,0.0,0.0,-1.573272335469762
CWB0065,0.460904981967161,-1.7632523700577325,-0.6511736940452857,0.0,0.0,0.0,0.0,0.0,-1.5719472899868114
BER0314,0.4608870955991001,-1.7633799565207329,-0.6512464304608163,0.0,0.0,0.0,0.0,0.0,-1.5715786468284865
CEB0210,0.4604425147539571,-1.7634680401985343,-0.6515127627222886,0.0,0.0,0.0,0.0,0.0,-1.5702288199870513
MLD0755,0.4587361623665234,-1.763105411283156,-0.6521846244583163,0.0,0.0,0.0,0.0,0.0,-1.5668236861140095
KVT0028,0.4579756618251072,-1.762963887807237,-0.6524941129910649,0.0,0.0,0.0,0.0,0.0,-1.565255134387264
CCA0046,0.4564490318229206,-1.7633241278497205,-0.6534375480133999,0.0,0.0,0.0,0.0,0.0,-1.560473611077779
PID0426,0.4564279787290152,-1.763435087422786,-0.6535035543468855,0.0,0.0,0.0,0.0,0.0,-1.560139077363572
BJM0111,0.4553170453370932,-1.7632102349867786,-0.6539465948248427,0.0,0.0,0.0,0.0,0.0,-1.5578936568287747
CBG0398,0.4549558943084576,-1.7632234616522522,-0.6541337836718972,0.0,0.0,0.0,0.0,0.0,-1.5569449451376913
CJM0138,0.4550368914526047,-1.763744565358236,-0.6543538369528157,0.0,0.0,0.0,0.0,0.0,-1.555829669716353
HBB0056,0.4538390726457992,-1.7628084932990111,-0.654484710326606,0.0,0.0,0.0,0.0,0.0,-1.5551663764607975
IJM0139,0.4523453317385101,-1.7630051784012233,-0.6553299233313565,0.0,0.0,0.0,0.0,0.0,-1.550882662598139
LMF0980,0.4824676654671544,-1.7933651905625354,-0.6554487625476905,0.0,0.0,0.0,0.0,0.0,-1.5502803609350364
ILJ0526,0.4502639840237496,-1.762861183164222,-0.6562985995702362,0.0,0.0,0.0,0.0,0.0,-1.5459732115963272
FSB0399,0.4495797617802463,-1.7630786985808626,-0.6567494684003081,0.0,0.0,0.0,0.0,0.0,-1.5436881153581428
JMC0925,0.4499970930147552,-1.7637274931865974,-0.6568652000859211,0.0,0.0,0.0,0.0,0.0,-1.5431015633017702
AAS0442,0.4733623770526874,-1.787390272854642,-0.6570139479009773,0.0,0.0,0.0,0.0,0.0,-1.542347678690654
XRS0633,0.4490119015648715,-1.7633044114764376,-0.657146254955783,0.0,0.0,0.0,0.0,0.0,-1.5416771192439664
TJD0996,0.4610620700743023,-1.775590223499465,-0.6572640767125814,0.0,0.0,0.0,0.0,0.0,-1.5410799742756767
NMC0486,0.4480000555368971,-1.7628919069509954,-0.6574459257070491,0.0,0.0,0.0,0.0,0.0,-1.5401583260590337
GCS0518,0.4481695231728052,-1.7632021891479106,-0.6575163329875527,0.0,0.0,0.0,0.0,0.0,-1.5398014874374903
KKC0683,0.4467141497019565,-1.7633708629407632,-0.6583283566194034,0.0,0.0,0.0,0.0,0.0,-1.535685984163151
JZD0888,0.4454525157487062,-1.7628323430911217,-0.6586899136712077,0.0,0.0,0.0,0.0,0.0,-1.533853538440888
THR0873,0.4450197735127492,-1.7635350869116728,-0.6592576566994618,0.0,0.0,0.0,0.0,0.0,-1.5309760996569473
RAG0275,0.4441466239546673,-1.7636547591905145,-0.6597540676179234,0.0,0.0,0.0,0.0,0.0,-1.5284601867201641
NBH0256,0.4440370168959444,-1.7635827583866923,-0.659772870745374,0.0,0.0,0.0,0.0,0.0,-1.5283648885914451
LPC0492,0.4431212438802696,-1.7628407168745373,-0.6598597364971338,0.0,0.0,0.0,0.0,0.0,-1.5279246350424438
RAS0432,0.4431457057988586,-1.7633430737721736,-0.6600986839866575,0.0,0.0,0.0,0.0,0.0,-1.5267135998743062
FOB0756,0.4671263911330844,-1.7881987352439532,-0.6605361720554344,0.0,0.0,0.0,0.0,0.0,-1.5244963200946129
CFW0264,0.4390195998316575,-1.76311299930851,-0.6620466997384262,0.0,0.0,0.0,0.0,0.0,-1.5168406541983315
PKB0281,0.4574069003291808,-1.78342943424781,-0.6630112669593147,0.0,0.0,0.0,0.0,0.0,-1.511952028547327
HMM0108,0.4572696216774711,-1.7860109206057568,-0.6643706494641428,0.0,0.0,0.0,0.0,0.0,-1.5050623975929298
EDA0684,0.4829626008780363,-1.815169547183508,-0.6661034731527357,0.0,0.0,0.0,0.0,0.0,-1.496280089683979
JCR0921,0.4513675449052343,-1.7951041018119294,-0.6718682784533475,0.0,0.0,0.0,0.0,0.0,-1.4670628672288548
CUD0795,0.4431203920929541,-1.7892484582106511,-0.6730640330588485,0.0,0.0,0.0,0.0,0.0,-1.4610025362221937
WBC0315,0.4525684333526296,-1.8046596598727576,-0.6760456132600641,0.0,0.0,0.0,0.0,0.0,-1.4458912727078022
NHH0185,0.4667536685610329,-1.818855423297689,-0.676050877368328,0.0,0.0,0.0,0.0,0.0,-1.4458645931212148
FAW0032,0.4459736001250193,-1.808531121243792,-0.6812787605593863,0.0,0.0,0.0,0.0,0.0,-1.4193686026761705
DPM0423,0.4772900390037827,-1.8519889656749755,-0.6873494633355963,0.0,0.0,0.0,0.0,0.0,-1.38860102871272
ESJ0670,0.4887304695992355,-1.8667028503286287,-0.6889861903646968,0.0,0.0,0.0,0.0,0.0,-1.3803057584973553
TSG0906,0.4608841944921361,-1.842146223102889,-0.6906310143053764,0.0,0.0,0.0,0.0,0.0,-1.3719694514638374
EGD0409,0.4441233681325074,-1.8291161946444616,-0.6924964132559771,0.0,0.0,0.0,0.0,0.0,-1.3625152247787713
KBS0874,0.4823625381245558,-1.8692536348910616,-0.693445548383253,0.0,0.0,0.0,0.0,0.0,-1.3577048121616013
MDM0976,0.4501301096488144,-1.837719635297378,-0.6937947628242818,0.0,0.0,0.0,0.0,0.0,-1.3559349213368417
LNS0989,0.4379831672002877,-1.829916850743384,-0.6959668417715481,0.0,0.0,0.0,0.0,0.0,-1.3449263771652566
DVM0265,0.4364223294274431,-1.8314083996361945,-0.6974930351043755,0.0,0.0,0.0,0.0,0.0,-1.3371913145240233
GQP0743,0.4264137565034943,-1.8223211077953736,-0.6979536756459397,0.0,0.0,0.0,0.0,0.0,-1.3348566932362411
LDB0090,0.4480794283289176,-1.8444254379510692,-0.6981730048110759,0.0,0.0,0.0,0.0,0.0,-1.333745087783061
TEB0251,0.4595676574464777,-1.8560299063021148,-0.6982311244278185,0.0,0.0,0.0,0.0,0.0,-1.3334505255762168
AIH0675,0.4547735156973311,-1.8745776104721588,-0.7099020473874138,0.0,0.0,0.0,0.0,0.0,-1.2742998804831522
NUL0471,0.4429447622049262,-1.8639471305064144,-0.7105011841507441,0.0,0.0,0.0,0.0,0.0,-1.2712633317737956
LQP0508,0.4390980209619989,-1.864438030951958,-0.7126700049949795,0.0,0.0,0.0,0.0,0.0,-1.260271300340469
SAC0687,0.4610612564605532,-1.8869418114659096,-0.7129402775026783,0.0,0.0,0.0,0.0,0.0,-1.258901503518345
YCE0983,0.4607652027232478,-1.8879645990299845,-0.7135996981533682,0.0,0.0,0.0,0.0,0.0,-1.2555594236322014
NCH0179,0.4603955887372568,-1.8876265970288095,-0.7136155041457765,0.0,0.0,0.0,0.0,0.0,-1.2554793156021407
RAB0589,0.4500168403348831,-1.8772578834975155,-0.7136205215813162,0.0,0.0,0.0,0.0,0.0,-1.2554538862038047
CMW0783,0.4595057094788169,-1.890059301561164,-0.7152767960411734,0.0,0.0,0.0,0.0,0.0,-1.2470595455770268
KCO0122,0.4683700135689311,-1.901771695852264,-0.7167008411416662,0.0,0.0,0.0,0.0,0.0,-1.239842191248892
BAJ0654,0.4534230310307759,-1.889024981272151,-0.7178009751206873,0.0,0.0,0.0,0.0,0.0,-1.2342664853023115
EGK0893,0.4360794217993623,-1.874279863520972,-0.7191002208608046,0.0,0.0,0.0,0.0,0.0,-1.2276816398767685
LIM0674,0.4532975044486512,-1.8924495365131409,-0.7195760160322447,0.0,0.0,0.0,0.0,0.0,-1.2252702117986052
FHO0630,0.4258199441982833,-1.865692450591513,-0.7199362531966148,0.0,0.0,0.0,0.0,0.0,-1.2234444555381316
MVF0594,0.434084547161896,-1.8761288611691411,-0.7210221570036226,0.0,0.0,0.0,0.0,0.0,-1.2179408710387825
GBM0603,0.4308912684755089,-1.8747507333897733,-0.7219297324571321,0.0,0.0,0.0,0.0,0.0,-1.213341091421389
RHC0335,0.4515212863340352,-1.8970800184933696,-0.7227793660796673,0.0,0.0,0.0,0.0,0.0,-1.2090349729558911
EFS0882,0.4699748166136513,-1.9159029359228412,-0.722964059654595,0.0,0.0,0.0,0.0,0.0,-1.2080989078186832
NRO0768,0.4185900394716429,-1.868091920064076,-0.7247509402962165,0.0,0.0,0.0,0.0,0.0,-1.1990426281206563
JIG0128,0.44968710092885,-1.8993666227742096,-0.7248397609226799,0.0,0.0,0.0,0.0,0.0,-1.1985924668633958
RDM0115,0.4640548118744301,-1.9156163867996667,-0.7257807874626183,0.0,0.0,0.0,0.0,0.0,-1.1938231502395302
VFM0814,0.4759553015758049,-1.93389302883112,-0.7289688636276577,0.0,0.0,0.0,0.0,0.0,-1.1776653225835039
LUR0896,0.4466598345443487,-1.904800177614035,-0.7290701715348431,0.0,0.0,0.0,0.0,0.0,-1.1771518732116082
VCY0751,0.489970887439545,-1.9500241045750528,-0.7300266085677539,0.0,0.0,0.0,0.0,0.0,-1.1723044530304083
BEH0615,0.4581710251322696,-1.921701767843608,-0.7317653713556691,0.0,0.0,0.0,0.0,0.0,-1.163492044540946
LCC0819,0.4596963924964336,-1.9245230274290763,-0.7324133174663213,0.0,0.0,0.0,0.0,0.0,-1.1602081199907364
LCD0622,0.4481814321879369,-1.917649734032817,-0.7347341509224401,0.0,0.0,0.0,0.0,0.0,-1.1484456572824953
MIB0904,0.4495539111667292,-1.9195096127926283,-0.7349778508129495,0.0,0.0,0.0,0.0,0.0,-1.147210535965814
IYB0918,0.4571414080721265,-1.9280617434204623,-0.735460167674168,0.0,0.0,0.0,0.0,0.0,-1.1447660546185288
MKS0204,0.4556312553872162,-1.93558678245458,-0.7399777635336817,0.0,0.0,0.0,0.0,0.0,-1.1218699468912217
CMS0454,0.4357237263651007,-1.9158043168762056,-0.7400402952555525,0.0,0.0,0.0,0.0,0.0,-1.1215530232254378
DBB0384,0.4264643285713278,-1.9085444760523744,-0.7410400737405234,0.0,0.0,0.0,0.0,0.0,-1.1164859396245153
DRR0162,0.4579726979894944,-1.942303125629119,-0.7421652138198123,0.0,0.0,0.0,0.0,0.0,-1.1107834976033997
WGS0516,0.4532041221786396,-1.9423404886003612,-0.7445681832108609,0.0,0.0,0.0,0.0,0.0,-1.0986047530335403
BAL0044,0.4418474018603046,-1.9318325742905549,-0.744992586215125,0.0,0.0,0.0,0.0,0.0,-1.0964537910600476
LAP0338,0.4372908220353651,-1.9282746275747809,-0.7454919027697078,0.0,0.0,0.0,0.0,0.0,-1.0939231517600136
GKO0078,0.4403708193463251,-1.9320420737688917,-0.745835627211283,0.0,0.0,0.0,0.0,0.0,-1.0921810853849876
LLV0602,0.4621125955920756,-1.954466627300652,-0.7461770158542882,0.0,0.0,0.0,0.0,0.0,-1.0904508573189546
DIW0118,0.4387384153573289,-1.932570137181699,-0.7469158609121851,0.0,0.0,0.0,0.0,0.0,-1.0867062381530392
NCK0421,0.444689238242124,-1.94309316656272,-0.749201964160298,0.0,0.0,0.0,0.0,0.0,-1.0751197953032852
ANT0430,0.462190660513195,-1.9625657604068767,-0.7501875499468409,0.0,0.0,0.0,0.0,0.0,-1.0701246432257339
HKB0418,0.42820559331357,-1.9311497970189784,-0.7514721018527043,0.0,0.0,0.0,0.0,0.0,-1.0636142691833042
KAC0124,0.4404038802161052,-1.9468965311338529,-0.7532463254588738,0.0,0.0,0.0,0.0,0.0,-1.0546221379519014
HCC0344,0.4557850765755079,-1.963590532820364,-0.753902728122428,0.0,0.0,0.0,0.0,0.0,-1.0512953538471266
ZKS0899,0.4311235695497447,-1.9399867703138691,-0.7544316003820624,0.0,0.0,0.0,0.0,0.0,-1.048614920136999
ATE0869,0.434080007964539,-1.9462473695045743,-0.7560836807700176,0.0,0.0,0.0,0.0,0.0,-1.0402418359317938
KMS0657,0.4668616820182584,-1.9795166445115908,-0.7563274812466663,0.0,0.0,0.0,0.0,0.0,-1.0390062048238096
AWM0764,0.4241289925087048,-1.9383392011942693,-0.7571051043427822,0.0,0.0,0.0,0.0,0.0,-1.0350650505608805
CAB0614,0.4201192000450217,-1.9409487996154409,-0.7604147997852095,0.0,0.0,0.0,0.0,0.0,-1.0182908313188455
JXH0493,0.4733836183460563,-1.9942832128811316,-0.7604497972675376,0.0,0.0,0.0,0.0,0.0,-1.018113456858959
JNJ0556,0.460719909095358,-1.9836589047028457,-0.7614694978037438,0.0,0.0,0.0,0.0,0.0,-1.0129454041927595
CRD0624,0.445824749816896,-1.9731767067224255,-0.7636759784527648,0.0,0.0,0.0,0.0,0.0,-1.0017625051001344
TAC0300,0.4361180023373563,-1.963852045894093,-0.7638670217783682,0.0,0.0,0.0,0.0,0.0,-1.0007942581166451
BMC0547,0.4220680502281416,-1.9556681270834024,-0.7668000384276303,0.0,0.0,0.0,0.0,0.0,-0.9859291247014752
CIM0926,0.4742364727198387,-2.0083080999593306,-0.7670358136197459,0.0,0.0,0.0,0.0,0.0,-0.9847341673909985
MGS0974,0.4593527531407246,-1.9943918830441345,-0.7675195649517049,0.0,0.0,0.0,0.0,0.0,-0.9822824158500907
KNG0672,0.4541393173850167,-1.997582095533551,-0.7717213890742671,0.0,0.0,0.0,0.0,0.0,-0.9609867044245589
ABC0174,0.4256532162234548,-1.971938943285867,-0.7731428635312061,0.0,0.0,0.0,0.0,0.0,-0.9537823786482392
NSC0597,0.4266490287106115,-1.9742315853268029,-0.7737912783080957,0.0,0.0,0.0,0.0,0.0,-0.9504960788008597
RGN0408,0.4389556880367531,-1.986881232811204,-0.7739627723872254,0.0,0.0,0.0,0.0,0.0,-0.9496269114312109
RAW0915,0.4538190030756881,-2.006292108561052,-0.7762365527426819,0.0,0.0,0.0,0.0,0.0,-0.9381029235434655
IJM0776,0.4434659015555764,-1.9992761887813395,-0.7779051436128814,0.0,0.0,0.0,0.0,0.0,-0.9296461608083849
AIS0405,0.4483435269601764,-2.008188390835458,-0.7799224319376408,0.0,0.0,0.0,0.0,0.0,-0.9194221274426159
BAM0636,0.4233383584243347,-1.9851203632603949,-0.78089100241803,0.0,0.0,0.0,0.0,0.0,-0.9145132124466497
NAB0801,0.4318879854125351,-1.9976313083341657,-0.7828716614608153,0.0,0.0,0.0,0.0,0.0,-0.9044748238379885
DFH0188,0.4206734689328172,-1.9888601018156276,-0.784093316441405,0.0,0.0,0.0,0.0,0.0,-0.8982832243875247
KDT0346,0.4439351938039523,-2.013899809076926,-0.7849823076364867,0.0,0.0,0.0,0.0,0.0,-0.8937776336254931
WNB0908,0.4351472615851098,-2.007064030067098,-0.7859583842409941,0.0,0.0,0.0,0.0,0.0,-0.888830676044097
NAF0033,0.4624259139257932,-2.0344202262503366,-0.7859971561622717,0.0,0.0,0.0,0.0,0.0,-0.8886341719490044
AHG0634,0.4585090776071202,-2.032347271224431,-0.7869190968086555,0.0,0.0,0.0,0.0,0.0,-0.8839615865708034
BAM0611,0.4408838368254263,-2.017105440884741,-0.7881108020296577,0.0,0.0,0.0,0.0,0.0,-0.8779217786801087
